participant_code,batch_id,condition,trial_index,condition_repetition,n,requested_n,components,duration_s,accuracy,wpm,cpm,attempted_chars,attempted_letters,correct_chars,correct_letters,total_chars,edit_distance,aligned_target_chars,msd_error_rate,scoring_method,first_key_latency_ms,text_storage_status
P038,july,control,0,1,1,1,none,20.0,1.0,20.400000000000002,102.0,34,29,34,29,220,0,34,0.0,msd_target_prefix_v1,1479.6000000000931,direct_match
P038,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,20.400000000000002,102.0,34,29,34,29,220,0,34,0.0,msd_target_prefix_v1,1519.6000000000931,direct_match
P038,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,24.0,120.0,40,34,40,34,220,0,40,0.0,msd_target_prefix_v1,702.3999999999069,direct_match
P038,july,control,3,2,1,1,none,20.0,1.0,21.6,108.0,36,31,36,31,220,0,36,0.0,msd_target_prefix_v1,358.39999999990687,direct_match
P039,july,control,0,1,1,1,none,20.0,0.8235294117647058,17.400000000000002,87.0,34,30,29,25,220,6,33,0.17647058823529413,msd_target_prefix_v1,1014.9000000003725,direct_match
P039,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9333333333333333,16.8,84.0,30,26,28,24,219,2,30,0.06666666666666667,msd_target_prefix_v1,855.1000000005588,direct_match
P039,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.8611111111111112,19.200000000000003,96.0,36,31,32,27,220,5,36,0.1388888888888889,msd_target_prefix_v1,1071.5,direct_match
P039,july,control,3,2,1,1,none,20.0,1.0,23.400000000000002,117.0,39,34,39,34,220,0,39,0.0,msd_target_prefix_v1,415.59999999962747,direct_match
P040,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9821428571428571,33.0,165.0,56,48,55,47,220,1,56,0.017857142857142856,msd_target_prefix_v1,463.3999999985099,direct_match
P040,july,control,1,1,1,1,none,20.0,0.9830508474576272,34.800000000000004,174.0,58,50,58,50,220,1,59,0.01694915254237288,msd_target_prefix_v1,278.40000000037253,direct_match
P040,july,control,2,2,1,1,none,20.0,1.0,36.6,183.0,61,53,61,53,220,0,61,0.0,msd_target_prefix_v1,487.69999999925494,direct_match
P040,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,29.400000000000002,147.0,49,42,49,42,220,0,49,0.0,msd_target_prefix_v1,638.5999999996275,direct_match
P041,july,control,0,1,1,1,none,20.0,1.0,14.4,72.0,24,20,24,20,220,0,24,0.0,msd_target_prefix_v1,694.5999999996275,compatible_with_stripped_boundary_spaces
P041,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,17.400000000000002,87.0,29,25,29,25,219,0,29,0.0,msd_target_prefix_v1,839.3000000007451,direct_match
P041,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,19.8,99.0,33,28,33,28,220,0,33,0.0,msd_target_prefix_v1,351.0,direct_match
P041,july,control,3,2,1,1,none,20.0,1.0,14.4,72.0,24,21,24,21,220,0,24,0.0,msd_target_prefix_v1,431.59999999962747,direct_match
P042,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9714285714285714,20.400000000000002,102.0,35,30,34,29,220,1,35,0.02857142857142857,msd_target_prefix_v1,1749.699999999255,direct_match
P042,july,control,1,1,1,1,none,20.0,1.0,21.0,105.0,35,31,35,31,220,0,35,0.0,msd_target_prefix_v1,1791.9000000003725,direct_match
P042,july,control,2,2,1,1,none,20.0,1.0,23.400000000000002,117.0,39,33,39,33,220,0,39,0.0,msd_target_prefix_v1,1703.4000000003725,compatible_with_stripped_boundary_spaces
P042,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.972972972972973,21.6,108.0,37,32,36,31,220,1,37,0.02702702702702703,msd_target_prefix_v1,1463.199999999255,direct_match
P043,july,control,0,1,1,1,none,20.0,1.0,19.8,99.0,33,28,33,28,220,0,33,0.0,msd_target_prefix_v1,342.80000000074506,direct_match
P043,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,18.0,90.0,30,26,30,26,220,0,30,0.0,msd_target_prefix_v1,503.09999999962747,direct_match
P043,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.967741935483871,18.0,90.0,31,27,30,26,220,1,31,0.03225806451612903,msd_target_prefix_v1,390.69999999925494,direct_match
P043,july,control,3,2,1,1,none,20.0,0.9666666666666667,17.400000000000002,87.0,30,26,29,25,220,1,30,0.03333333333333333,msd_target_prefix_v1,847.5,direct_match
P044,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,19.8,99.0,33,27,33,27,219,0,33,0.0,msd_target_prefix_v1,1231.0,compatible_with_stripped_boundary_spaces
P044,july,control,1,1,1,1,none,20.0,1.0,23.400000000000002,117.0,39,33,39,33,220,0,39,0.0,msd_target_prefix_v1,1022.9000000003725,direct_match
P044,july,control,2,2,1,1,none,20.0,1.0,21.6,108.0,36,31,36,31,220,0,36,0.0,msd_target_prefix_v1,1014.9000000003725,direct_match
P044,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,19.8,99.0,33,28,33,28,220,0,33,0.0,msd_target_prefix_v1,1359.3999999985099,direct_match
P045,july,control,0,1,1,1,none,20.0,0.9811320754716981,31.200000000000003,156.0,53,45,52,44,220,1,53,0.018867924528301886,msd_target_prefix_v1,1078.699999999255,direct_match
P045,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9512195121951219,23.400000000000002,117.0,41,35,39,33,220,2,41,0.04878048780487805,msd_target_prefix_v1,806.0,direct_match
P045,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,25.8,129.0,43,37,43,37,220,0,43,0.0,msd_target_prefix_v1,1599.4000000003725,direct_match
P045,july,control,3,2,1,1,none,20.0,1.0,30.599999999999998,153.0,51,43,51,43,220,0,51,0.0,msd_target_prefix_v1,599.1999999992549,direct_match
P046,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.84,12.600000000000001,63.0,23,19,21,17,220,4,25,0.16,msd_target_prefix_v1,1151.199999999255,compatible_with_stripped_boundary_spaces
P046,july,control,1,1,1,1,none,20.0,1.0,12.0,60.0,20,18,20,18,220,0,20,0.0,msd_target_prefix_v1,591.0999999996275,direct_match
P046,july,control,2,2,1,1,none,20.0,1.0,13.799999999999999,69.0,23,19,23,19,219,0,23,0.0,msd_target_prefix_v1,846.0999999996275,compatible_with_stripped_boundary_spaces
P046,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,12.600000000000001,63.0,21,18,21,18,220,0,21,0.0,msd_target_prefix_v1,1335.5999999996275,compatible_with_stripped_boundary_spaces
P047,july,control,0,1,1,1,none,20.0,0.9777777777777777,26.400000000000002,132.0,45,39,44,38,220,1,45,0.022222222222222223,msd_target_prefix_v1,343.59999999962747,direct_match
P047,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,27.599999999999998,138.0,46,39,46,39,220,0,46,0.0,msd_target_prefix_v1,366.8999999985099,compatible_with_stripped_boundary_spaces
P047,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.975609756097561,24.0,120.0,41,35,40,34,220,1,41,0.024390243902439025,msd_target_prefix_v1,391.6000000014901,direct_match
P047,july,control,3,2,1,1,none,20.0,1.0,20.400000000000002,102.0,34,29,34,29,220,0,34,0.0,msd_target_prefix_v1,367.09999999962747,compatible_with_stripped_boundary_spaces
P048,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,29.400000000000002,147.0,49,42,49,42,220,0,49,0.0,msd_target_prefix_v1,407.6000000014901,direct_match
P048,july,control,1,1,1,1,none,20.0,0.9836065573770492,36.0,180.0,60,51,60,51,220,1,61,0.01639344262295082,msd_target_prefix_v1,223.5,compatible_with_stripped_boundary_spaces
P048,july,control,2,2,1,1,none,20.0,0.9183673469387755,27.0,135.0,49,41,45,37,220,4,49,0.08163265306122448,msd_target_prefix_v1,343.0,direct_match
P048,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.96,28.8,144.0,50,43,48,41,220,2,50,0.04,msd_target_prefix_v1,598.8000000007451,compatible_with_stripped_boundary_spaces
P049,july,control,0,1,1,1,none,20.0,1.0,24.599999999999998,123.0,41,35,41,35,220,0,41,0.0,msd_target_prefix_v1,327.3999999985099,compatible_with_stripped_boundary_spaces
P049,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9714285714285714,20.400000000000002,102.0,35,30,34,29,220,1,35,0.02857142857142857,msd_target_prefix_v1,2926.699999999255,direct_match
P049,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9142857142857143,19.200000000000003,96.0,35,31,32,28,220,3,35,0.08571428571428572,msd_target_prefix_v1,287.5,direct_match
P049,july,control,3,2,1,1,none,20.0,0.9722222222222222,21.0,105.0,36,30,35,29,220,1,36,0.027777777777777776,msd_target_prefix_v1,447.0,compatible_with_stripped_boundary_spaces
P050,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.75,10.8,54.0,24,21,18,15,219,6,23,0.25,msd_target_prefix_v1,1375.2999999988824,direct_match
P050,july,control,1,1,1,1,none,20.0,1.0,12.600000000000001,63.0,21,18,21,18,219,0,21,0.0,msd_target_prefix_v1,1662.699999999255,direct_match
P050,july,control,2,2,1,1,none,20.0,0.78125,15.0,75.0,32,28,25,21,219,7,27,0.21875,msd_target_prefix_v1,1078.0,direct_match
P050,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.7916666666666666,11.4,57.0,24,21,19,16,220,5,23,0.20833333333333334,msd_target_prefix_v1,830.5,direct_match
P051,july,control,0,1,1,1,none,20.0,0.9722222222222222,21.0,105.0,36,31,35,30,220,1,36,0.027777777777777776,msd_target_prefix_v1,351.2999999988824,direct_match
P051,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,21.0,105.0,35,30,35,30,220,0,35,0.0,msd_target_prefix_v1,807.5999999996275,direct_match
P051,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9666666666666667,17.400000000000002,87.0,30,25,29,24,220,1,30,0.03333333333333333,msd_target_prefix_v1,487.09999999962747,direct_match
P051,july,control,3,2,1,1,none,20.0,1.0,22.8,114.0,38,33,38,33,220,0,38,0.0,msd_target_prefix_v1,351.8999999985099,direct_match
P052,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,13.799999999999999,69.0,23,20,23,20,220,0,23,0.0,msd_target_prefix_v1,1751.7999999988824,direct_match
P052,july,control,1,1,1,1,none,20.0,1.0,17.400000000000002,87.0,29,26,29,26,220,0,29,0.0,msd_target_prefix_v1,1391.0999999996275,direct_match
P052,july,control,2,2,1,1,none,20.0,1.0,19.200000000000003,96.0,32,28,32,28,219,0,32,0.0,msd_target_prefix_v1,1551.2999999988824,direct_match
P052,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,20.400000000000002,102.0,34,29,34,29,220,0,34,0.0,msd_target_prefix_v1,1847.2999999988824,direct_match
P053,july,control,0,1,1,1,none,20.0,0.8928571428571429,15.0,75.0,26,23,25,22,220,3,28,0.10714285714285714,msd_target_prefix_v1,295.69999999925494,direct_match
P053,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9523809523809523,12.0,60.0,21,18,20,17,220,1,21,0.047619047619047616,msd_target_prefix_v1,335.80000000074506,direct_match
P053,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,15.0,75.0,25,22,25,22,220,0,25,0.0,msd_target_prefix_v1,255.19999999925494,direct_match
P053,july,control,3,2,1,1,none,20.0,1.0,15.0,75.0,25,22,25,22,220,0,25,0.0,msd_target_prefix_v1,359.6000000014901,direct_match
P054,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,22.8,114.0,38,33,38,33,220,0,38,0.0,msd_target_prefix_v1,1215.699999999255,direct_match
P054,july,control,1,1,1,1,none,20.0,1.0,22.8,114.0,38,32,38,32,220,0,38,0.0,msd_target_prefix_v1,831.6000000014901,compatible_with_stripped_boundary_spaces
P054,july,control,2,2,1,1,none,20.0,1.0,23.400000000000002,117.0,39,33,39,33,220,0,39,0.0,msd_target_prefix_v1,655.6999999992549,compatible_with_stripped_boundary_spaces
P054,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,24.0,120.0,40,34,40,34,220,0,40,0.0,msd_target_prefix_v1,367.6000000014901,direct_match
P055,july,control,0,1,1,1,none,20.0,0.7586206896551724,13.200000000000001,66.0,29,24,22,18,220,7,27,0.2413793103448276,msd_target_prefix_v1,391.30000000074506,direct_match
P055,july,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,17.400000000000002,87.0,29,24,29,24,219,0,29,0.0,msd_target_prefix_v1,431.30000000074506,direct_match
P055,july,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.962962962962963,15.600000000000001,78.0,27,23,26,22,220,1,27,0.037037037037037035,msd_target_prefix_v1,374.5,direct_match
P055,july,control,3,2,1,1,none,20.0,0.9393939393939394,18.6,93.0,33,28,31,26,220,2,33,0.06060606060606061,msd_target_prefix_v1,551.5999999977648,direct_match
P056,july,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,22.200000000000003,111.0,37,31,37,31,220,0,37,0.0,msd_target_prefix_v1,2062.89999999851,direct_match
P056,july,control,1,1,1,1,none,20.0,0.9375,18.0,90.0,31,28,30,27,220,2,32,0.0625,msd_target_prefix_v1,1015.1000000014901,direct_match
P056,july,control,2,2,1,1,none,20.0,0.9459459459459459,21.0,105.0,35,31,35,31,220,2,37,0.05405405405405406,msd_target_prefix_v1,1199.4000000022352,direct_match
P056,july,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,20.400000000000002,102.0,34,29,34,29,220,0,34,0.0,msd_target_prefix_v1,1023.3000000007451,direct_match
P057,sep08,control,0,1,1,1,none,20.0,1.0,24.0,120.0,40,34,40,34,220,0,40,0.0,msd_target_prefix_v1,1047.5,direct_match
P057,sep08,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,19.8,99.0,33,28,33,28,220,0,33,0.0,msd_target_prefix_v1,871.3000000000466,direct_match
P057,sep08,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,23.400000000000002,117.0,39,33,39,33,220,0,39,0.0,msd_target_prefix_v1,391.8000000002794,direct_match
P057,sep08,control,3,2,1,1,none,20.0,1.0,22.8,114.0,38,32,38,32,220,0,38,0.0,msd_target_prefix_v1,502.70000000018626,direct_match
P058,sep08,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,18.0,90.0,30,25,30,25,220,0,30,0.0,msd_target_prefix_v1,447.5,direct_match
P058,sep08,control,1,1,1,1,none,20.0,1.0,13.799999999999999,69.0,23,20,23,20,220,0,23,0.0,msd_target_prefix_v1,480.0,compatible_with_stripped_boundary_spaces
P058,sep08,control,2,2,1,1,none,20.0,1.0,19.200000000000003,96.0,32,27,32,27,220,0,32,0.0,msd_target_prefix_v1,584.0,compatible_with_stripped_boundary_spaces
P058,sep08,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,18.0,90.0,30,26,30,26,220,0,30,0.0,msd_target_prefix_v1,799.7000000001863,direct_match
P059,sep08,control,0,1,1,1,none,20.0,0.9714285714285714,20.400000000000002,102.0,34,30,34,30,220,1,35,0.02857142857142857,msd_target_prefix_v1,439.6999999997206,direct_match
P059,sep08,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,24.0,120.0,40,34,40,34,220,0,40,0.0,msd_target_prefix_v1,1246.1000000000931,compatible_with_stripped_boundary_spaces
P059,sep08,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9333333333333333,25.8,129.0,44,38,43,37,220,3,45,0.06666666666666667,msd_target_prefix_v1,543.7999999998137,direct_match
P059,sep08,control,3,2,1,1,none,20.0,0.9777777777777777,26.400000000000002,132.0,45,37,44,36,220,1,45,0.022222222222222223,msd_target_prefix_v1,247.40000000037253,compatible_with_stripped_boundary_spaces
P060,sep08,control,0,1,1,1,none,20.0,0.96875,18.6,93.0,32,27,31,26,220,1,31,0.03125,msd_target_prefix_v1,1575.0,compatible_with_stripped_boundary_spaces
P060,sep08,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9705882352941176,19.8,99.0,34,30,33,29,220,1,34,0.029411764705882353,msd_target_prefix_v1,687.8000000002794,direct_match
P060,sep08,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9722222222222222,21.0,105.0,36,31,35,30,220,1,36,0.027777777777777776,msd_target_prefix_v1,342.70000000018626,direct_match
P060,sep08,control,3,2,1,1,none,20.0,1.0,24.599999999999998,123.0,41,35,41,35,220,0,41,0.0,msd_target_prefix_v1,287.5,direct_match
P061,sep08,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.967741935483871,18.0,90.0,31,27,30,26,220,1,31,0.03225806451612903,msd_target_prefix_v1,631.3000000002794,direct_match
P061,sep08,control,1,1,1,1,none,20.0,1.0,26.400000000000002,132.0,44,37,44,37,220,0,44,0.0,msd_target_prefix_v1,336.10000000009313,compatible_with_stripped_boundary_spaces
P061,sep08,control,2,2,1,1,none,20.0,1.0,21.0,105.0,35,30,35,30,219,0,35,0.0,msd_target_prefix_v1,270.5,compatible_with_stripped_boundary_spaces
P061,sep08,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9642857142857143,16.200000000000003,81.0,28,24,27,23,220,1,28,0.03571428571428571,msd_target_prefix_v1,343.5,direct_match
P062,sep08,control,0,1,1,1,none,20.0,1.0,21.6,108.0,36,31,36,31,220,0,36,0.0,msd_target_prefix_v1,430.60000000009313,direct_match
P062,sep08,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.8780487804878049,21.6,108.0,36,31,36,31,220,5,41,0.12195121951219512,msd_target_prefix_v1,830.6999999997206,direct_match
P062,sep08,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,18.6,93.0,31,26,31,26,220,0,31,0.0,msd_target_prefix_v1,655.3000000002794,compatible_with_stripped_boundary_spaces
P062,sep08,control,3,2,1,1,none,20.0,1.0,20.400000000000002,102.0,34,28,34,28,220,0,34,0.0,msd_target_prefix_v1,702.6000000000931,direct_match
P063,sep08,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9375,18.0,90.0,32,28,30,26,220,2,32,0.0625,msd_target_prefix_v1,3878.2000000001863,direct_match
P063,sep08,control,1,1,1,1,none,20.0,0.9696969696969697,19.200000000000003,96.0,33,28,32,27,220,1,33,0.030303030303030304,msd_target_prefix_v1,447.20000000018626,direct_match
P063,sep08,control,2,2,1,1,none,20.0,0.9142857142857143,19.200000000000003,96.0,35,31,32,28,219,3,35,0.08571428571428572,msd_target_prefix_v1,431.70000000018626,direct_match
P063,sep08,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,24.0,120.0,40,34,40,34,220,0,40,0.0,msd_target_prefix_v1,718.7999999998137,direct_match
P064,sep08,control,0,1,1,1,none,20.0,0.9705882352941176,19.8,99.0,34,29,33,28,220,1,33,0.029411764705882353,msd_target_prefix_v1,535.1999999992549,direct_match
P064,sep08,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,21.6,108.0,36,30,36,30,219,0,36,0.0,msd_target_prefix_v1,574.7000000001863,compatible_with_stripped_boundary_spaces
P064,sep08,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,22.8,114.0,38,32,38,32,220,0,38,0.0,msd_target_prefix_v1,599.2999999998137,compatible_with_stripped_boundary_spaces
P064,sep08,control,3,2,1,1,none,20.0,1.0,21.6,108.0,36,31,36,31,220,0,36,0.0,msd_target_prefix_v1,615.7999999998137,direct_match
P065,sep08,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.962962962962963,15.600000000000001,78.0,27,23,26,22,220,1,27,0.037037037037037035,msd_target_prefix_v1,1575.199999999255,compatible_with_stripped_boundary_spaces
P065,sep08,control,1,1,1,1,none,20.0,1.0,18.6,93.0,31,27,31,27,220,0,31,0.0,msd_target_prefix_v1,847.2000000001863,direct_match
P065,sep08,control,2,2,1,1,none,20.0,1.0,22.200000000000003,111.0,37,32,37,32,219,0,37,0.0,msd_target_prefix_v1,662.5999999996275,compatible_with_stripped_boundary_spaces
P065,sep08,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.967741935483871,18.0,90.0,31,27,30,26,220,1,31,0.03225806451612903,msd_target_prefix_v1,1319.800000000745,direct_match
P066,sep10_12,control,0,1,1,1,none,20.0,1.0,28.200000000000003,141.0,47,40,47,40,219,0,47,0.0,msd_target_prefix_v1,780.9000000001397,direct_match
P066,sep10_12,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9189189189189189,20.400000000000002,102.0,37,32,34,29,219,3,37,0.08108108108108109,msd_target_prefix_v1,1319.3000000000466,direct_match
P066,sep10_12,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,25.8,129.0,43,37,43,37,220,0,43,0.0,msd_target_prefix_v1,568.1999999999534,direct_match
P066,sep10_12,control,3,2,1,1,none,20.0,0.9545454545454546,25.200000000000003,126.0,43,37,42,36,220,2,44,0.045454545454545456,msd_target_prefix_v1,360.0999999998603,compatible_with_stripped_boundary_spaces
P067,sep10_12,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,37.800000000000004,189.0,63,53,63,53,220,0,63,0.0,msd_target_prefix_v1,285.60000000009313,direct_match
P067,sep10_12,control,1,1,1,1,none,20.0,1.0,39.6,198.0,66,57,66,57,220,0,66,0.0,msd_target_prefix_v1,352.0999999998603,direct_match
P067,sep10_12,control,2,2,1,1,none,20.0,0.9696969696969697,38.400000000000006,192.0,66,56,64,54,220,2,66,0.030303030303030304,msd_target_prefix_v1,245.89999999990687,direct_match
P067,sep10_12,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,27.599999999999998,138.0,46,40,46,40,220,0,46,0.0,msd_target_prefix_v1,439.8000000002794,direct_match
P068,sep10_12,control,0,1,1,1,none,20.0,0.8297872340425532,24.0,120.0,42,37,40,35,220,8,47,0.1702127659574468,msd_target_prefix_v1,340.5,direct_match
P068,sep10_12,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9473684210526316,21.6,108.0,37,32,36,31,220,2,38,0.05263157894736842,msd_target_prefix_v1,910.2999999998137,direct_match
P068,sep10_12,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.96,14.4,72.0,25,21,24,20,220,1,25,0.04,msd_target_prefix_v1,789.6000000000931,direct_match
P068,sep10_12,control,3,2,1,1,none,20.0,0.8787878787878788,17.400000000000002,87.0,31,27,29,25,220,4,33,0.12121212121212122,msd_target_prefix_v1,327.6999999997206,direct_match
P069,sep10_12,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.98,29.400000000000002,147.0,49,43,49,43,220,1,50,0.02,msd_target_prefix_v1,694.0,compatible_with_stripped_boundary_spaces
P069,sep10_12,control,1,1,1,1,none,20.0,1.0,22.8,114.0,38,33,38,33,220,0,38,0.0,msd_target_prefix_v1,436.0,direct_match
P069,sep10_12,control,2,2,1,1,none,20.0,0.9777777777777777,26.400000000000002,132.0,45,38,44,37,220,1,45,0.022222222222222223,msd_target_prefix_v1,500.39999999990687,direct_match
P069,sep10_12,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.9459459459459459,21.6,108.0,37,33,36,32,220,2,37,0.05405405405405406,msd_target_prefix_v1,310.8000000002794,compatible_with_stripped_boundary_spaces
P070,sep10_12,control,0,1,1,1,none,20.0,1.0,21.6,108.0,36,31,36,31,220,0,36,0.0,msd_target_prefix_v1,391.5,direct_match
P070,sep10_12,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9705882352941176,19.8,99.0,34,29,33,28,220,1,34,0.029411764705882353,msd_target_prefix_v1,124.0,direct_match
P070,sep10_12,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,19.8,99.0,33,28,33,28,220,0,33,0.0,msd_target_prefix_v1,486.90000000037253,direct_match
P070,sep10_12,control,3,2,1,1,none,20.0,1.0,20.400000000000002,102.0,34,29,34,29,219,0,34,0.0,msd_target_prefix_v1,471.60000000009313,direct_match
P071,sep10_12,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.967741935483871,18.0,90.0,30,27,30,27,219,1,31,0.03225806451612903,msd_target_prefix_v1,1293.3999999999069,direct_match
P071,sep10_12,control,1,1,1,1,none,20.0,0.9736842105263158,22.200000000000003,111.0,37,32,37,32,220,1,38,0.02631578947368421,msd_target_prefix_v1,304.3000000002794,compatible_with_stripped_boundary_spaces
P071,sep10_12,control,2,2,1,1,none,20.0,1.0,24.599999999999998,123.0,41,35,41,35,220,0,41,0.0,msd_target_prefix_v1,230.09999999962747,compatible_with_stripped_boundary_spaces
P071,sep10_12,masked,3,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.972972972972973,21.6,108.0,37,32,36,31,220,1,37,0.02702702702702703,msd_target_prefix_v1,365.60000000009313,direct_match
P072,sep10_12,control,0,1,1,1,none,20.0,1.0,19.200000000000003,96.0,32,27,32,27,220,0,32,0.0,msd_target_prefix_v1,774.3999999999069,compatible_with_stripped_boundary_spaces
P072,sep10_12,masked,1,1,4,4,mask+noise+anti-ocr+inversion,20.0,1.0,24.0,120.0,40,33,40,33,220,0,40,0.0,msd_target_prefix_v1,462.70000000018626,compatible_with_stripped_boundary_spaces
P072,sep10_12,masked,2,2,4,4,mask+noise+anti-ocr+inversion,20.0,0.967741935483871,18.0,90.0,31,27,30,26,220,1,30,0.03225806451612903,msd_target_prefix_v1,439.5,direct_match
P072,sep10_12,control,3,2,1,1,none,20.0,0.9714285714285714,20.400000000000002,102.0,35,30,34,29,220,1,35,0.02857142857142857,msd_target_prefix_v1,391.5,compatible_with_stripped_boundary_spaces
P073,sep10_12,masked,0,1,4,4,mask+noise+anti-ocr+inversion,20.0,0.9850746268656716,39.6,198.0,67,57,66,56,220,1,67,0.014925373134328358,msd_target_prefix_v1,239.19999999925494,direct_match
P073,sep10_12,control,1,1,1,1,none,20.0,0.9861111111111112,42.6,213.0,72,60,71,59,219,1,72,0.013888888888888888,msd_target_prefix_v1,247.5,direct_match
