participant_code,participant_id,condition_label,display_label,n,requested_n,components,stimulus_text,readability,flicker,fatigue,privacy,order_index,view_duration_ms,view_started_at,view_submitted_at,mask_meta_json
P029,36,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,ugawi onoleb nezu zite egupi irik uril emosu alowawi udifi lisuw riva vemagi dadapew keratef unapef taze limin wewa uwezulo imob dolamur gigel robivi aseluf ireg kubinu w,5,5,5,,3,14356,2026-07-08T06:38:32.219Z,2026-07-08T06:38:46.575Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103499, 103501], ""cycle_hz"": 119.04761904764999, ""cycles"": 1, ""dropped_frame_rate"": 0.004909038406006353, ""dropped_frames"": 17, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 75, ""mean_frame_interval_ms"": 4.187202553685426, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.41146710467062, ""observed_full_cycle_hz"": 119.41146710467062, ""observed_refresh_hz"": 238.82293420934124, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 3447, ""safe_flicker_hz"": 50, ""timing_intervals"": 3446, ""width"": 900}"
P029,36,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,fazuz utel ruka vetilug rugal nudebo utul nebumok vavak obag ibatev olilo keki wewak nufaso egisiw nomimi anaw zulosi uzid pifeto vitano ukuge omibep umazadu gemutoz fobu,4,5,4,,4,14047,2026-07-08T06:38:46.632Z,2026-07-08T06:39:00.679Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51915, 51532, 51953, 51600], ""cycle_hz"": 59.523809523824994, ""cycles"": 1, ""dropped_frame_rate"": 0.0035460992907801418, ""dropped_frames"": 12, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 54.199999999953434, ""mean_frame_interval_ms"": 4.181465005931187, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.787658068497095, ""observed_full_cycle_hz"": 59.787658068497095, ""observed_refresh_hz"": 239.15063227398838, ""per_cycle_slots"": 4, ""permutation"": [1, 3, 2, 0], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 3373, ""safe_flicker_hz"": 50, ""timing_intervals"": 3372, ""width"": 900}"
P029,36,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,duke puwula uwulu itod vifopi itis efavaki gesow fezalep asorire alemu omamop asuru kutag ulowol evefaki nitatog erom wagog vupa ovadep ututan lotebud kulag dulawod uwiso,4,4,4,,5,10515,2026-07-08T06:39:00.796Z,2026-07-08T06:39:11.311Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [68923, 68748, 69329], ""cycle_hz"": 79.36507936509999, ""cycles"": 1, ""dropped_frame_rate"": 0.010192081536652292, ""dropped_frames"": 26, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 112.5, ""mean_frame_interval_ms"": 4.209544554455436, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.1851301301774, ""observed_full_cycle_hz"": 79.1851301301774, ""observed_refresh_hz"": 237.55539039053218, ""per_cycle_slots"": 3, ""permutation"": [2, 0, 1], ""refresh_hz"": 238.09523809529998, ""rendered_frames"": 2526, ""safe_flicker_hz"": 50, ""timing_intervals"": 2525, ""width"": 900}"
P030,37,control_anchor,未遮罩原文（量表锚点）,1,1,none,zono wesos nozofer erateg buno ruzoku efagolo opiveku tenom dupadib livezev eparin ugef ivilop uzif efen obenes imupo zufod amotamu lofin osave usenap adurige akali zisog,4,4,4,,0,15014,2026-07-08T06:44:53.769Z,2026-07-08T06:45:08.783Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.599999999976717, ""mean_frame_interval_ms"": 4.16663891201777, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00159867842547, ""observed_full_cycle_hz"": 240.00159867842547, ""observed_refresh_hz"": 240.00159867842547, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 3604, ""safe_flicker_hz"": 50, ""timing_intervals"": 3603, ""width"": 900}"
P030,37,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,pamat watazid abipa alazeva eguri igizupa alufod nozom bigoza ikaket bonez dapefi dewel bule nilape fozo dudewe liwukud bozomut tesezav gubito iwiwib edovev akula nagoru,4,4,4,,1,10964,2026-07-08T06:45:08.860Z,2026-07-08T06:45:19.823Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103336, 103664], ""cycle_hz"": 119.04761904759843, ""cycles"": 1, ""dropped_frame_rate"": 0.006042296072507553, ""dropped_frames"": 16, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 70.90000000002328, ""mean_frame_interval_ms"": 4.191983282674768, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.27528481959173, ""observed_full_cycle_hz"": 119.27528481959173, ""observed_refresh_hz"": 238.55056963918346, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2633, ""safe_flicker_hz"": 50, ""timing_intervals"": 2632, ""width"": 900}"
P030,37,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,uror zifabe eliwo otofa rowe tuzigap balu kosivik owofo idiw avew urulare givudab ozet onezip seso fivog tiga ubuzig nibiwuf owug ulumat pona vipobo uwizam ipofolo atawe,4,2,3,,2,12679,2026-07-08T06:45:20.176Z,2026-07-08T06:45:32.855Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25359, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51759, 51866, 51554, 51821], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0.026551503518873962, ""dropped_frames"": 83, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 2, ""max_frame_interval_ms"": 350, ""mean_frame_interval_ms"": 4.28166283273085, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.38853028988966, ""observed_full_cycle_hz"": 46.71082423191173, ""observed_refresh_hz"": 233.55412115955863, ""per_cycle_slots"": 5, ""permutation"": [0, 2, 1, 3], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 3044, ""safe_flicker_hz"": 50, ""timing_intervals"": 3043, ""width"": 900}"
P030,37,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,ivotomo robe rafoki nugan awusa uduwid benak zanom ediw ovom epof ewoza rago epogomi mibo odidisa pedi wirula aduni omikur openep zapam ovevo opesugi unuzi imumuk ibesa p,4,4,3,,3,10517,2026-07-08T06:45:32.906Z,2026-07-08T06:45:43.423Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [68790, 69016, 69194], ""cycle_hz"": 79.36507936506563, ""cycles"": 1, ""dropped_frame_rate"": 0.004339250493096647, ""dropped_frames"": 11, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 50, ""mean_frame_interval_ms"": 4.184786053882735, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.65361407760845, ""observed_full_cycle_hz"": 79.65361407760845, ""observed_refresh_hz"": 238.96084223282537, ""per_cycle_slots"": 3, ""permutation"": [2, 0, 1], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2525, ""safe_flicker_hz"": 50, ""timing_intervals"": 2524, ""width"": 900}"
P030,37,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,suzago epepig ewuf gite uvum idemuba idesid orobepu butad opilisi epidi pubo watoka ewatu inanigu olig muda ubul afozer ewani emate tupudi imukili wofum lorow wosa aned p,3,4,3,,4,10485,2026-07-08T06:45:43.475Z,2026-07-08T06:45:53.959Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51271, 51690, 52036, 52003], ""cycle_hz"": 59.523809523799216, ""cycles"": 1, ""dropped_frame_rate"": 0.00435126582278481, ""dropped_frames"": 11, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 50.09999999997672, ""mean_frame_interval_ms"": 4.184862932061974, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.739113098459235, ""observed_full_cycle_hz"": 59.739113098459235, ""observed_refresh_hz"": 238.95645239383694, ""per_cycle_slots"": 4, ""permutation"": [1, 2, 0, 3], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2518, ""safe_flicker_hz"": 50, ""timing_intervals"": 2517, ""width"": 900}"
P030,37,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,afovi osireto ezak liwove kotug poko fofev ukuki vewabi kepo etawige umadona aveza pekumi ubabif olota igisin imus isore esabu iduma giki zelup adalavo ukol porim busile,3,4,3,,5,10699,2026-07-08T06:45:54.004Z,2026-07-08T06:46:04.703Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51790, 51564, 51782, 51864], ""cycle_hz"": 59.523809523799216, ""cycles"": 1, ""dropped_frame_rate"": 0.0034910783553141972, ""dropped_frames"": 9, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 41.699999999953434, ""mean_frame_interval_ms"": 4.181237835733739, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.79090638266193, ""observed_full_cycle_hz"": 59.79090638266193, ""observed_refresh_hz"": 239.16362553064772, ""per_cycle_slots"": 4, ""permutation"": [2, 1, 0, 3], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2570, ""safe_flicker_hz"": 50, ""timing_intervals"": 2569, ""width"": 900}"
P031,39,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,popabub laza dawad fivevor awuke izob wozemiv eritar wabifu bosodub daminof resobe piso dinazod aruvak unuw osuf isubu ferar ulegab davopi izafo legiw okazi adim wabu baz,5,5,5,,0,24317,2026-07-08T06:55:44.818Z,2026-07-08T06:56:09.135Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103608, 103392], ""cycle_hz"": 119.04761904770155, ""cycles"": 1, ""dropped_frame_rate"": 0.0029044934221766614, ""dropped_frames"": 17, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 75, ""mean_frame_interval_ms"": 4.178769705277586, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.65244204975545, ""observed_full_cycle_hz"": 119.65244204975545, ""observed_refresh_hz"": 239.3048840995109, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 5837, ""safe_flicker_hz"": 50, ""timing_intervals"": 5836, ""width"": 900}"
P031,39,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,aver abubapu baval detep wawama zitedu disebun merokom mituro imifu upav gawi ezugav ovus bipatut sigab wigil mudu atubuko iven kuli ugasat akavuza ipib utab uzoge derafa,5,5,5,,1,10708,2026-07-08T06:56:09.196Z,2026-07-08T06:56:19.904Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69193, 68826, 68981], ""cycle_hz"": 79.36507936513436, ""cycles"": 1, ""dropped_frame_rate"": 0.005417956656346749, ""dropped_frames"": 14, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 62.59999999997672, ""mean_frame_interval_ms"": 4.189377431906597, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.56631713214544, ""observed_full_cycle_hz"": 79.56631713214544, ""observed_refresh_hz"": 238.6989513964363, ""per_cycle_slots"": 3, ""permutation"": [1, 0, 2], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2571, ""safe_flicker_hz"": 50, ""timing_intervals"": 2570, ""width"": 900}"
P031,39,control_anchor,未遮罩原文（量表锚点）,1,1,none,efemo daze vabu dare uninu dufure mudev nided wifol bepasu uwid mado pime etuf kalev amiwilu ulodip ezev oteb puza taneva ebug gakit ubef zaruti kaga osuto imode adiwobo,5,5,5,,2,10734,2026-07-08T06:56:19.905Z,2026-07-08T06:56:30.639Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.599999999976717, ""mean_frame_interval_ms"": 4.16664077669902, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.0014912714026, ""observed_full_cycle_hz"": 240.0014912714026, ""observed_refresh_hz"": 240.0014912714026, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2576, ""safe_flicker_hz"": 50, ""timing_intervals"": 2575, ""width"": 900}"
P031,39,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,valew ekiger wepuruz soro izekik suloteg otokita unis udutan bewonif fafok akovig fofo datomu everi otofid ebufap remas bipob uteba inosolo nirar ibipono ipomuka adimat t,5,5,5,,3,11253,2026-07-08T06:56:30.690Z,2026-07-08T06:56:41.943Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51699, 51692, 51782, 51827], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.004056047197640118, ""dropped_frames"": 11, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 50.100000000034925, ""mean_frame_interval_ms"": 4.183635690485006, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.75663716814159, ""observed_full_cycle_hz"": 59.75663716814159, ""observed_refresh_hz"": 239.02654867256635, ""per_cycle_slots"": 4, ""permutation"": [1, 3, 2, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2702, ""safe_flicker_hz"": 50, ""timing_intervals"": 2701, ""width"": 900}"
P031,39,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,ruki upevag otobusu menol ugobif muroles mibomaw irekid uwoma esekevo ovenew idifav sotiru ifel ifopo etabi idale avepo pamiso nukelu fagiw kuku radod munibov ivulid esas,5,5,5,,4,10380,2026-07-08T06:56:42.283Z,2026-07-08T06:56:52.663Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25742, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51893, 51888, 51542, 51677], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0.031116297160637883, ""dropped_frames"": 80, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 2, ""max_frame_interval_ms"": 337.5, ""mean_frame_interval_ms"": 4.302127659574459, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.110781404550075, ""observed_full_cycle_hz"": 46.48862512364006, ""observed_refresh_hz"": 232.4431256182003, ""per_cycle_slots"": 5, ""permutation"": [2, 1, 0, 3], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2492, ""safe_flicker_hz"": 50, ""timing_intervals"": 2491, ""width"": 900}"
P031,39,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,ugedi opiti manor wukole usibeb upasuni etuwobo adava ulifa reso roruda evovu inoz nafu luboba setila razar ufeni beposid uzab vene ibenoze mudalo bawe nobaba pigef geker,5,5,5,,5,10475,2026-07-08T06:56:52.716Z,2026-07-08T06:57:03.191Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51795, 51881, 51571, 51753], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.00435471100554236, ""dropped_frames"": 11, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 50, ""mean_frame_interval_ms"": 4.184850894632193, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.7392849338238, ""observed_full_cycle_hz"": 59.7392849338238, ""observed_refresh_hz"": 238.9571397352952, ""per_cycle_slots"": 4, ""permutation"": [3, 0, 1, 2], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2516, ""safe_flicker_hz"": 50, ""timing_intervals"": 2515, ""width"": 900}"
P032,41,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,dunug fazi etepevu izuzino abawa dosur viwon lopuriv firafed wetiga aban tilu okunibe uzupe daso oleduri zidolaf emelo ulusek uwaduw orude oparosi iwibifu ivuwus mema vok,5,5,5,,0,20141,2026-07-13T01:44:43.353Z,2026-07-13T01:45:03.495Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69333, 68929, 68738], ""cycle_hz"": 79.36507936485938, ""cycles"": 1, ""dropped_frame_rate"": 0.004531410916580845, ""dropped_frames"": 22, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 2, ""max_frame_interval_ms"": 91.69999999995343, ""mean_frame_interval_ms"": 4.185619697910196, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.63774957857748, ""observed_full_cycle_hz"": 79.63774957857748, ""observed_refresh_hz"": 238.91324873573245, ""per_cycle_slots"": 3, ""permutation"": [2, 1, 0], ""refresh_hz"": 238.09523809457815, ""rendered_frames"": 4834, ""safe_flicker_hz"": 50, ""timing_intervals"": 4833, ""width"": 900}"
P032,41,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,ikerav edap sumido uwolo vorutom apiwu rogida abiveno obow kubo arif tonatet ruka wolabe ozip sabavir igazowe ikel migeg fimones supulib dufono afuvoz azuku lupebo ukevek,5,5,5,,1,10541,2026-07-13T01:45:03.561Z,2026-07-13T01:45:14.102Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51638, 51919, 51866, 51577], ""cycle_hz"": 59.52380952364454, ""cycles"": 1, ""dropped_frame_rate"": 0.00550098231827112, ""dropped_frames"": 14, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 62.60000000009313, ""mean_frame_interval_ms"": 4.18968787040699, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.670316198451026, ""observed_full_cycle_hz"": 59.670316198451026, ""observed_refresh_hz"": 238.6812647938041, ""per_cycle_slots"": 4, ""permutation"": [3, 2, 1, 0], ""refresh_hz"": 238.09523809457815, ""rendered_frames"": 2532, ""safe_flicker_hz"": 50, ""timing_intervals"": 2531, ""width"": 900}"
P032,41,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,dibomad teveli fopatu titeli ufawufo ufolo vofes esudeg areb rebem pipoze uzezo owir wunof ukiv eresab upeguv ufemag akafe sifera alapiro eril birap nuwume bekul itovi wu,5,5,5,,2,10571,2026-07-13T01:45:14.139Z,2026-07-13T01:45:24.711Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103481, 103519], ""cycle_hz"": 119.04761904728907, ""cycles"": 1, ""dropped_frame_rate"": 0.00275049115913556, ""dropped_frames"": 7, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 33.40000000002328, ""mean_frame_interval_ms"": 4.178132387706847, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.67069341103938, ""observed_full_cycle_hz"": 119.67069341103938, ""observed_refresh_hz"": 239.34138682207876, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.09523809457815, ""rendered_frames"": 2539, ""safe_flicker_hz"": 50, ""timing_intervals"": 2538, ""width"": 900}"
P032,41,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,wutif ogafoz orulom eguvapi epod zibi idobit epoz ikokodu boza gumu ewemap ufok agamu ilap toduf uwobel imoperu saso wovifo tikow owada bura luta esatisi izeriv ekoza pab,4,5,5,,3,12933,2026-07-13T01:45:24.730Z,2026-07-13T01:45:37.663Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51502, 51421, 51874, 52203], ""cycle_hz"": 59.52380952364454, ""cycles"": 1, ""dropped_frame_rate"": 0.0009655616350177019, ""dropped_frames"": 3, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 16.70000000006985, ""mean_frame_interval_ms"": 4.170682989690737, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.94222064298825, ""observed_full_cycle_hz"": 59.94222064298825, ""observed_refresh_hz"": 239.768882571953, ""per_cycle_slots"": 4, ""permutation"": [3, 1, 2, 0], ""refresh_hz"": 238.09523809457815, ""rendered_frames"": 3105, ""safe_flicker_hz"": 50, ""timing_intervals"": 3104, ""width"": 900}"
P032,41,control_anchor,未遮罩原文（量表锚点）,1,1,none,sinam umuwu wonafu kome imava afotova avovif okemez azumag nupun wagom epawifo ubeta moki amug ubuwos imebol wawi funofut awotabu ogomof avovabo fikan natona tofi ukatadu,5,5,5,,4,10606,2026-07-13T01:45:37.664Z,2026-07-13T01:45:48.270Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809457815, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.300000000046566, ""mean_frame_interval_ms"": 4.166640471512761, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00150885035083, ""observed_full_cycle_hz"": 240.00150885035083, ""observed_refresh_hz"": 240.00150885035083, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809457815, ""rendered_frames"": 2546, ""safe_flicker_hz"": 50, ""timing_intervals"": 2545, ""width"": 900}"
