participant_code,participant_id,condition_label,display_label,n,requested_n,components,stimulus_text,readability,flicker,fatigue,privacy,order_index,view_duration_ms,view_started_at,view_submitted_at,mask_meta_json
P002,7,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,nidegam agiwizo imiso gazila abogib tape itefozi lutamus muson irutego vazur olewumi etipuw rupive kowoz paruges esati adozo elal rivu igovane edonege miga ugebaze olef z,5,5,5,,4,11002,2026-07-08T01:31:01.833Z,2026-07-08T01:31:12.835Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103502, 103498], ""cycle_hz"": 119.04761904770155, ""cycles"": 1, ""dropped_frame_rate"": 0.0022667170381564035, ""dropped_frames"": 6, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 29.199999999953434, ""mean_frame_interval_ms"": 4.17614539946988, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.72763210387023, ""observed_full_cycle_hz"": 119.72763210387023, ""observed_refresh_hz"": 239.45526420774047, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2642, ""safe_flicker_hz"": 50, ""timing_intervals"": 2641, ""width"": 900}"
P002,7,control_anchor,未遮罩原文（量表锚点）,1,1,none,goze idota abafen tomepos olimeg aregil epadem vasisab sewuboz rurofu vaguw bepuror pago egata mupopo likele udomu obuzaba urunimi simufiv izus omuzobi pugepi mifiva anop,5,5,5,,5,10871,2026-07-08T01:31:12.837Z,2026-07-08T01:31:23.707Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.300000000046566, ""mean_frame_interval_ms"": 4.166615561517827, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00294369267826, ""observed_full_cycle_hz"": 240.00294369267826, ""observed_refresh_hz"": 240.00294369267826, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2610, ""safe_flicker_hz"": 50, ""timing_intervals"": 2609, ""width"": 900}"
P003,8,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,mufuku opusumo evaten pitud uvanena pinovo kafode efasuzo wuwir ewunin umufol asipup riti fafase unomi lopi esazif vole ganiko ekudi vewuz posa ulerov tokako kofawut kesu,5,2,4,,0,15193,2026-07-08T01:35:56.250Z,2026-07-08T01:36:11.443Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51412, 51895, 51847, 51846], ""cycle_hz"": 59.523809523799216, ""cycles"": 1, ""dropped_frame_rate"": 0.00545404963185165, ""dropped_frames"": 20, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 87.60000000000582, ""mean_frame_interval_ms"": 4.18949821771319, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.67301738976771, ""observed_full_cycle_hz"": 59.67301738976771, ""observed_refresh_hz"": 238.69206955907083, ""per_cycle_slots"": 4, ""permutation"": [1, 0, 2, 3], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 3648, ""safe_flicker_hz"": 50, ""timing_intervals"": 3647, ""width"": 900}"
P003,8,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,inefi vegovoz surekel esogu sivi farof enisa gobofu nebet ikegus oked tepikem piva gipal wakarap wagetuv tamel gidef olima ipuwu eledoga kobaz lunek pimipo numo rave lade,5,4,4,,1,28047,2026-07-08T01:36:11.468Z,2026-07-08T01:36:39.515Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51827, 51515, 51855, 51803], ""cycle_hz"": 59.523809523799216, ""cycles"": 1, ""dropped_frame_rate"": 0.0005938242280285036, ""dropped_frames"": 4, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 20.79999999998836, ""mean_frame_interval_ms"": 4.169117647058823, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.9647266313933, ""observed_full_cycle_hz"": 59.9647266313933, ""observed_refresh_hz"": 239.8589065255732, ""per_cycle_slots"": 4, ""permutation"": [1, 3, 0, 2], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 6733, ""safe_flicker_hz"": 50, ""timing_intervals"": 6732, ""width"": 900}"
P003,8,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,pebuv zodalud amobiw efumew buro likit erakaza dome obinizo vigoses tobo oniw tiwenut igikur aboda ikop onibudo nede zuviso duvep imet isurim korobif wuteva wegiko urop p,5,5,5,,2,14387,2026-07-08T01:36:39.576Z,2026-07-08T01:36:53.963Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69058, 69162, 68780], ""cycle_hz"": 79.36507936506563, ""cycles"": 1, ""dropped_frame_rate"": 0.0037496394577444477, ""dropped_frames"": 13, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 58.40000000002328, ""mean_frame_interval_ms"": 4.182310364794445, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.70076447201122, ""observed_full_cycle_hz"": 79.70076447201122, ""observed_refresh_hz"": 239.10229341603363, ""per_cycle_slots"": 3, ""permutation"": [0, 1, 2], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 3455, ""safe_flicker_hz"": 50, ""timing_intervals"": 3454, ""width"": 900}"
P003,8,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,itepog ogata debetun ukinep enisozo ulemote divel rerini ozus ozigak nipoz kulut tolitu guvan povizur nudu isesek avow adolam ukoge ozebisu emovebi uwusage balak roba tos,5,3,4,,3,15009,2026-07-08T01:36:54.346Z,2026-07-08T01:37:09.355Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25741, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51966, 51840, 51609, 51585], ""cycle_hz"": 59.523809523799216, ""cycles"": 6, ""dropped_frame_rate"": 0.02437703141928494, ""dropped_frames"": 90, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 2, ""max_frame_interval_ms"": 379.20000000001164, ""mean_frame_interval_ms"": 4.271932259855636, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.52152721364744, ""observed_full_cycle_hz"": 46.81722177091795, ""observed_refresh_hz"": 234.08610885458975, ""per_cycle_slots"": 5, ""permutation"": [1, 2, 3, 0], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 3603, ""safe_flicker_hz"": 50, ""timing_intervals"": 3602, ""width"": 900}"
P003,8,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,moramam lifugu okap olotide wigiva migomuz bokamog kuvu upavuw fezeko wiren eboru mifaf agupo faki ozero vosa tulape aboti odideku bureze sisut itazame dozep omilev uluro,5,5,5,,4,10370,2026-07-08T01:37:09.385Z,2026-07-08T01:37:19.755Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103740, 103260], ""cycle_hz"": 119.04761904759843, ""cycles"": 1, ""dropped_frame_rate"": 0.002004008016032064, ""dropped_frames"": 5, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 25.099999999976717, ""mean_frame_interval_ms"": 4.17502008032128, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.7599030377654, ""observed_full_cycle_hz"": 119.7599030377654, ""observed_refresh_hz"": 239.5198060755308, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2491, ""safe_flicker_hz"": 50, ""timing_intervals"": 2490, ""width"": 900}"
P003,8,control_anchor,未遮罩原文（量表锚点）,1,1,none,ezagufi efon fafopo obavuw uweketa aret fita apelo unata lesi besu umebep ruvinuv sozenan berib ukapu vira afakuro rawida dikeso ukatebu regalub rokeraf gakusiw amebip pe,5,5,5,,5,10582,2026-07-08T01:37:19.756Z,2026-07-08T01:37:30.339Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.09523809519686, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.400000000023283, ""mean_frame_interval_ms"": 4.166601024025207, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00378107571603, ""observed_full_cycle_hz"": 240.00378107571603, ""observed_refresh_hz"": 240.00378107571603, ""per_cycle_slots"": 1, ""refresh_hz"": 238.09523809519686, ""rendered_frames"": 2540, ""safe_flicker_hz"": 50, ""timing_intervals"": 2539, ""width"": 900}"
P004,9,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,efafog okozo rabap ofekiwu bida zodakug tabavan enukud bidat idan egewik upate ogiwi visate misu mame taber basa opum umilol odog inufa ezulole eguro lelake punulo efadoz,5,4,4,,0,12906,2026-07-08T01:41:59.593Z,2026-07-08T01:42:12.499Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51856, 52027, 51729, 51388], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.0038585209003215433, ""dropped_frames"": 12, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 54.19999999998254, ""mean_frame_interval_ms"": 4.182795351839893, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.76864249168492, ""observed_full_cycle_hz"": 59.76864249168492, ""observed_refresh_hz"": 239.0745699667397, ""per_cycle_slots"": 4, ""permutation"": [3, 2, 1, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 3099, ""safe_flicker_hz"": 50, ""timing_intervals"": 3098, ""width"": 900}"
P004,9,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,dolig ataden lebop uzefif borov zeriv egan dili dasek ogilavi anofeke adezav mili adebo ipolop ubos opiwolu leziva depar wuzava okifog dosulag ofifi ovalumu uvot parugas,5,4,4,,1,10748,2026-07-08T01:42:12.855Z,2026-07-08T01:42:23.603Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25730, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51852, 51746, 51855, 51547], ""cycle_hz"": 59.52380952385077, ""cycles"": 6, ""dropped_frame_rate"": 0.031167855801727377, ""dropped_frames"": 83, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 354.0999999999767, ""mean_frame_interval_ms"": 4.302286821705413, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.108631609293965, ""observed_full_cycle_hz"": 46.48690528743517, ""observed_refresh_hz"": 232.43452643717586, ""per_cycle_slots"": 5, ""permutation"": [0, 1, 2, 3], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2581, ""safe_flicker_hz"": 50, ""timing_intervals"": 2580, ""width"": 900}"
P004,9,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,ibedado favabup pilofun mogaro kemid sune iwage sesebe omete enoto rurise etute umuru ozodabe ebavuti rowid potuva gorobal ofav fatatos irizi wimaf ovop nazit enoposi nis,5,5,5,,2,11229,2026-07-08T01:42:23.646Z,2026-07-08T01:42:34.875Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51901, 52004, 51707, 51388], ""cycle_hz"": 59.52380952385077, ""cycles"": 1, ""dropped_frame_rate"": 0.0033284023668639054, ""dropped_frames"": 9, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 41.600000000034925, ""mean_frame_interval_ms"": 4.1805194805194805, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.80118049083566, ""observed_full_cycle_hz"": 59.80118049083566, ""observed_refresh_hz"": 239.20472196334265, ""per_cycle_slots"": 4, ""permutation"": [1, 3, 2, 0], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2696, ""safe_flicker_hz"": 50, ""timing_intervals"": 2695, ""width"": 900}"
P004,9,control_anchor,未遮罩原文（量表锚点）,1,1,none,igup zepebaf enem emir pedu arireru ited vazo sususav sopomow nupa oreka wofug dasuw isor agim ezuzit dari ovodela katot amemur efeda napusaz ugizu orose woropas wugufeg,5,4,5,,3,10575,2026-07-08T01:42:34.876Z,2026-07-08T01:42:45.451Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380954031, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.600000000034925, ""mean_frame_interval_ms"": 4.166614111154912, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00302723566057, ""observed_full_cycle_hz"": 240.00302723566057, ""observed_refresh_hz"": 240.00302723566057, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2538, ""safe_flicker_hz"": 50, ""timing_intervals"": 2537, ""width"": 900}"
P004,9,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,aguso mugesu ewivut folazu akural zebulo zegura salem uzizi zelatip fewu ebeb osipu dolisa ezobe vorino ivaf fegopaz kiwov redipa ofasefa lefid umonopi fatezol ilama dewa,5,5,5,,4,10641,2026-07-08T01:42:45.514Z,2026-07-08T01:42:56.155Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [68739, 69175, 69086], ""cycle_hz"": 79.36507936513436, ""cycles"": 1, ""dropped_frame_rate"": 0.005451713395638629, ""dropped_frames"": 14, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 62.5, ""mean_frame_interval_ms"": 4.1894675019577, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.56460652280265, ""observed_full_cycle_hz"": 79.56460652280265, ""observed_refresh_hz"": 238.69381956840795, ""per_cycle_slots"": 3, ""permutation"": [2, 0, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2555, ""safe_flicker_hz"": 50, ""timing_intervals"": 2554, ""width"": 900}"
P004,9,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,binul azaru vibibe arifilu ebaba tilib uwuf kigunub ukikeno etireb foguvum wupe kodofa nufu wipu unamame onawir reku matup ekomu edazik evezuzu donadad etusiva aputir iro,5,4,5,,5,11073,2026-07-08T01:42:56.241Z,2026-07-08T01:43:07.315Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103925, 103075], ""cycle_hz"": 119.04761904770155, ""cycles"": 1, ""dropped_frame_rate"": 0.0074682598954443615, ""dropped_frames"": 20, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 87.5, ""mean_frame_interval_ms"": 4.198006019563577, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.10416461288919, ""observed_full_cycle_hz"": 119.10416461288919, ""observed_refresh_hz"": 238.20832922577839, ""per_cycle_slots"": 2, ""permutation"": [0, 1], ""refresh_hz"": 238.0952380954031, ""rendered_frames"": 2659, ""safe_flicker_hz"": 50, ""timing_intervals"": 2658, ""width"": 900}"
P005,10,n4_mask_only,层数 4，仅遮罩,4,4,mask-only,igego ilis amenene ifow zomofas iluv zuwap gepufov uwikiv ekow enaku rupaz rafum mate unif keve zanimil sezegi nekemi otiwel asulugu telon upikel pokawed atawi idawuzi ro,4,5,4,,0,18961,2026-07-08T01:51:18.506Z,2026-07-08T01:51:37.467Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51694, 51709, 51916, 51681], ""cycle_hz"": 59.52380952446948, ""cycles"": 1, ""dropped_frame_rate"": 0.0026298487836949377, ""dropped_frames"": 12, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 54.100000000034925, ""mean_frame_interval_ms"": 4.1776093166337045, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.84283858344338, ""observed_full_cycle_hz"": 59.84283858344338, ""observed_refresh_hz"": 239.37135433377352, ""per_cycle_slots"": 4, ""permutation"": [2, 1, 3, 0], ""refresh_hz"": 238.0952380978779, ""rendered_frames"": 4552, ""safe_flicker_hz"": 50, ""timing_intervals"": 4551, ""width"": 900}"
P005,10,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,ginab ekatibu ebome lona ubefif azaw wowi aropok etom avoso defoti owowetu ulevi kakodat megiz etekep itele nirut asiwoge ofitob sumo utumazi lezuv ipuz epositi opoko owe,4,2,3,,1,16646,2026-07-08T01:51:37.821Z,2026-07-08T01:51:54.467Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25526, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51868, 51871, 51527, 51734], ""cycle_hz"": 59.52380952446948, ""cycles"": 6, ""dropped_frame_rate"": 0.020353114271701816, ""dropped_frames"": 83, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 354.20000000001164, ""mean_frame_interval_ms"": 4.254267834793489, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.76451829275472, ""observed_full_cycle_hz"": 47.01161463420378, ""observed_refresh_hz"": 235.0580731710189, ""per_cycle_slots"": 5, ""permutation"": [2, 0, 3, 1], ""refresh_hz"": 238.0952380978779, ""rendered_frames"": 3996, ""safe_flicker_hz"": 50, ""timing_intervals"": 3995, ""width"": 900}"
P005,10,n4_mask_noise,层数 4，遮罩 + 噪声,4,4,mask+noise,aguw navune odop atuz naposo ugisa sobewa okatom odesizu nawu rose ozozofo ivide ovopob nibov pupo elar iwopenu olanisu kagu zeganu ivim ogak begibip mawo vevi awala olav,4,5,3,,2,15393,2026-07-08T01:51:54.522Z,2026-07-08T01:52:09.915Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [51826, 51650, 51984, 51540], ""cycle_hz"": 59.52380952446948, ""cycles"": 1, ""dropped_frame_rate"": 0.0032371189641219314, ""dropped_frames"": 12, ""epsilonPixels"": 8, ""frame_count"": 4, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 54.20000000001164, ""mean_frame_interval_ms"": 4.180162381596771, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 59.80628912901298, ""observed_full_cycle_hz"": 59.80628912901298, ""observed_refresh_hz"": 239.22515651605192, ""per_cycle_slots"": 4, ""permutation"": [3, 1, 2, 0], ""refresh_hz"": 238.0952380978779, ""rendered_frames"": 3696, ""safe_flicker_hz"": 50, ""timing_intervals"": 3695, ""width"": 900}"
P005,10,control_anchor,未遮罩原文（量表锚点）,1,1,none,sunoge nugavu osar votokug pawab dupulen uroz sozib edovi kawetow bopug lave veze amepo itat irupew avupu aseb ezavo etof dutelu lado igokaza ubuz inigis owona itaki ugis,5,5,5,,3,10599,2026-07-08T01:52:09.916Z,2026-07-08T01:52:20.515Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380978779, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.5, ""mean_frame_interval_ms"": 4.16661423515531, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00302009305764, ""observed_full_cycle_hz"": 240.00302009305764, ""observed_refresh_hz"": 240.00302009305764, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380978779, ""rendered_frames"": 2544, ""safe_flicker_hz"": 50, ""timing_intervals"": 2543, ""width"": 900}"
P005,10,n3_mask_noise,层数 3，遮罩 + 噪声,3,3,mask+noise,dune pibi atabopu arumu omagat winawe sazab uvigi ikuwo ogun arewiz okif efedab ipeso eluten wutidog pukog manatow vasa kevebu onose vimud ufagol mowoza birume karumur ug,3,5,3,,4,16148,2026-07-08T01:52:20.607Z,2026-07-08T01:52:36.755Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [69217, 68997, 68786], ""cycle_hz"": 79.3650793659593, ""cycles"": 1, ""dropped_frame_rate"": 0.005388760585065435, ""dropped_frames"": 21, ""epsilonPixels"": 8, ""frame_count"": 3, ""gamma"": 3.3000000000000003, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 91.59999999997672, ""mean_frame_interval_ms"": 4.18918988648089, ""mode"": ""temporal"", ""n"": 3, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 79.56987922868984, ""observed_full_cycle_hz"": 79.56987922868984, ""observed_refresh_hz"": 238.70963768606953, ""per_cycle_slots"": 3, ""permutation"": [0, 2, 1], ""refresh_hz"": 238.0952380978779, ""rendered_frames"": 3877, ""safe_flicker_hz"": 50, ""timing_intervals"": 3876, ""width"": 900}"
P005,10,n2_mask_noise,层数 2，遮罩 + 噪声,2,2,mask+noise,ugeda noberu firiga owob nipul agufe vavu rikufos farin egol oguv egis lepab azipeg kipewa revumag gizawoz sidegod ukakav osavovu bobe odosoli agimuze zugabum wisalo bifu,4,5,3,,5,11328,2026-07-08T01:52:36.803Z,2026-07-08T01:52:48.131Z,"{""anti_ocr"": {""profile"": ""off""}, ""completeness_ok"": true, ""counts"": [103339, 103661], ""cycle_hz"": 119.04761904893896, ""cycles"": 1, ""dropped_frame_rate"": 0.003664345914254306, ""dropped_frames"": 10, ""epsilonPixels"": 8, ""frame_count"": 2, ""gamma"": 2.2, ""height"": 230, ""insert_inversion"": false, ""inversion_alpha"": null, ""inversion_flicker_warn"": false, ""long_frame_intervals"": 1, ""max_frame_interval_ms"": 45.90000000002328, ""mean_frame_interval_ms"": 4.181941890400865, ""mode"": ""temporal"", ""n"": 2, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 119.56168045942692, ""observed_full_cycle_hz"": 119.56168045942692, ""observed_refresh_hz"": 239.12336091885385, ""per_cycle_slots"": 2, ""permutation"": [1, 0], ""refresh_hz"": 238.0952380978779, ""rendered_frames"": 2720, ""safe_flicker_hz"": 50, ""timing_intervals"": 2719, ""width"": 900}"
P006,11,deployed_full,实际部署完整配置,4,4,mask+noise+anti-ocr+inversion,erowil emareb inido ezof vubemar inina wosi onal bazuge kofazo zose idom utavi bizak sumoz ozeb pesedo kupe fimur zaruvu ikite konenap bevar veda kina rudukog ofofow ugiv,5,3,5,,0,16203,2026-07-08T02:02:16.152Z,2026-07-08T02:02:32.355Z,"{""anti_ocr"": {""glyph_alpha"": 0.12, ""profile"": ""strong"", ""salient_pixels"": 25198, ""stripe_alpha"": 0.1, ""stripe_width"": 10}, ""completeness_ok"": true, ""counts"": [51583, 51570, 52014, 51833], ""cycle_hz"": 59.52380952446948, ""cycles"": 6, ""dropped_frame_rate"": 0.023606228026117528, ""dropped_frames"": 94, ""epsilonPixels"": 8, ""frame_count"": 30, ""gamma"": 4.4, ""height"": 230, ""insert_inversion"": true, ""inversion_alpha"": 0.2, ""inversion_flicker_warn"": true, ""long_frame_intervals"": 2, ""max_frame_interval_ms"": 395.89999999990687, ""mean_frame_interval_ms"": 4.268441358024679, ""mode"": ""temporal"", ""n"": 4, ""noise_residual"": 0, ""observed_effective_cycle_hz"": 58.569388456046006, ""observed_full_cycle_hz"": 46.85551076483681, ""observed_refresh_hz"": 234.27755382418403, ""per_cycle_slots"": 5, ""permutation"": [3, 1, 2, 0], ""refresh_hz"": 238.0952380978779, ""rendered_frames"": 3889, ""safe_flicker_hz"": 50, ""timing_intervals"": 3888, ""width"": 900}"
P006,11,control_anchor,未遮罩原文（量表锚点）,1,1,none,toninin nogosir fitiw wanidu wadip zomopi lumu omipugi fozose uvisil venidav tono dubaron kuzi vefefov igib ofafun zuved isakuso abepaw atiwa wovego pikugal zopifis utaka,5,5,5,,1,10543,2026-07-08T02:02:32.356Z,2026-07-08T02:02:42.898Z,"{""anti_ocr"": {""profile"": ""off""}, ""cycle_hz"": 238.0952380978779, ""cycles"": 1, ""dropped_frame_rate"": 0, ""dropped_frames"": 0, ""frame_count"": 1, ""height"": 230, ""insert_inversion"": false, ""long_frame_intervals"": 0, ""max_frame_interval_ms"": 4.300000000046566, ""mean_frame_interval_ms"": 4.166627125345996, ""mode"": ""source_control"", ""n"": 1, ""observed_effective_cycle_hz"": 240.00227760168488, ""observed_full_cycle_hz"": 240.00227760168488, ""observed_refresh_hz"": 240.00227760168488, ""per_cycle_slots"": 1, ""refresh_hz"": 238.0952380978779, ""rendered_frames"": 2530, ""safe_flicker_hz"": 50, ""timing_intervals"": 2529, ""width"": 900}"
